"x","y","label"
-11.6574409910929,15.4858745658288,1
-12.210865496847,19.2207162737722,1
-9.12820438071354,12.8292446970327,1
-8.71038394548636,16.953423556587,1
-8.47662573397623,14.1920182742972,1
-6.00020299152841,16.0314282538452,1
-11.643648080455,9.14045486988553,1
-7.02371254846578,14.8811168450371,1
-10.0428354098205,17.4971558918509,1
-7.8272529463952,16.5713151992542,1
-7.56861441422886,17.0693381430904,1
-9.80271959750204,9.73667014250091,1
-8.36009521487598,14.8514973138027,1
-10.4121961661236,11.1087549520471,1
-11.2650661351892,16.1057694308467,1
-6.40527179522538,14.7280492356209,1
-8.97431732545428,14.8576452433359,1
-13.6433571278933,13.9020275900652,1
-11.0431931619688,14.8430715028877,1
-7.08960642986933,17.0191732370542,1
-10.435288520489,14.3296680026053,1
-8.15600823575891,16.4727923877122,1
-11.8222762818576,13.1281437608956,1
-9.03540679568598,17.033346992633,1
-10.2972401380896,17.3311919224554,1
-8.94671084507631,13.3807303676506,1
-9.09748212918388,12.0119861078763,1
-6.20857566243785,20.2396456279041,1
-10.9715767028123,12.2374794434951,1
-8.49266354875501,14.642679104717,1
-3.64591666146848,14.8961807113225,1
-8.175121177503,15.0740867483066,1
-11.9665160668798,15.499497473959,1
-14.7754716588058,18.8774936964171,1
-9.59452977950085,20.7481901752949,1
-8.74192004049001,13.121658299603,1
-8.38416994955464,12.5286099664149,1
-13.316802212277,15.7710942597252,1
-11.1728400547519,15.0029244855286,1
-9.80331134415946,13.4402741837229,1
-11.504556045416,14.6423510018082,1
-6.8830747842683,10.9690211402685,1
-8.42856609538029,15.8809038811576,1
-7.18730221173351,14.1952049852398,1
-9.02102224854542,15.7066769758694,1
-11.435373083275,18.1957178312727,1
-6.9298632581623,16.8525911812296,1
-5.8016333072074,16.4776161926512,1
-13.3775455092227,13.4832822786948,1
-13.2400204314136,13.7474996454819,1
-11.6413359496065,15.111428126588,1
-12.4100721459348,15.418104831774,1
-11.731868179851,19.6758026099704,1
-8.10377025567768,17.4080946609842,1
-8.98354108583913,19.4506195704757,1
-11.6820005565271,13.7786028494025,1
-6.21053738956387,13.2784192701242,1
-10.5486778742744,13.9607279056823,1
-10.8466215514935,14.2615356127142,1
-8.69250057463532,14.5308276440435,1
-11.3386376187317,18.5533467325053,1
-10.5677237514903,14.5249380752275,1
-10.2650797849223,16.8855378162328,1
-10.1946331186649,14.9004293415002,1
-11.8035041053687,14.142061502065,1
-9.84083043584616,13.4419316408998,1
-8.59379325151653,10.9827068673999,1
-9.18892413789832,10.9349358649905,1
-10.7963079821771,13.6023027502055,1
-11.7252806209251,14.8494652754149,1
-15.0649189603417,18.1129468403498,1
-14.4051030059943,13.7736138325861,1
-12.9524470809604,13.0135196432202,1
-4.47787637549365,15.0460244836102,1
-13.4032313148197,10.6593657563722,1
-8.8089168865835,14.9508952982621,1
-10.8415298189576,12.5411388799206,1
-13.9354500657134,12.1553085715825,1
-7.35417248147156,13.3562828277205,1
-13.6628491465405,19.9456781150379,1
-8.87529011923279,14.3685991198776,1
-7.19951708613847,17.3452538920326,1
-11.6383631067252,20.8367984879008,1
-10.6747380993525,11.231141411595,1
-10.3820454361876,15.5490948331201,1
-3.89366312477994,15.2799267535685,1
-8.79089481139605,14.795872520128,1
-10.883683166588,14.9081235650674,1
-7.9161014807576,20.490582202422,1
-7.28177510816291,18.1958252286776,1
-13.2577755569317,17.6031429944194,1
-9.41813366237921,11.1180213118696,1
-8.62150339554422,14.5799747964351,1
-6.12506619918734,12.973137545163,1
-11.1382333119918,12.5497445831243,1
-10.4685730381655,16.0636231926394,1
-11.9360236884003,17.1969608978604,1
-13.1962866157396,12.2272938658387,1
-6.1870551076659,12.3123202368286,1
-8.91001736476048,13.9917675381633,1
-8.91682454599129,19.4683387111963,1
-5.80228157210099,14.1245002525021,1
-16.0461649135914,21.6081914258994,1
-8.23510881471337,16.4322175088411,1
-10.0354518059309,16.3496200288128,1
-10.4348975724119,16.1130534039485,1
-11.0589533476282,11.3747707115478,1
-7.38642560876148,19.0208673936993,1
-10.8168507658075,11.6841069859571,1
-8.30078922348306,14.8817107424462,1
-14.5856648722181,15.0056403705441,1
-11.6676179348548,14.0978819328025,1
-13.0600028447849,19.7706650669081,1
-10.8760930194176,10.7522107845996,1
-9.47827520092168,15.6962973115176,1
-12.6082522850904,7.35663434534225,1
-11.6945553042745,16.509421325709,1
-10.1580129358908,14.7402434593295,1
-8.51620782198113,11.8609255014544,1
-7.09820069716587,14.9858610301767,1
-8.12863187440156,17.7359918949637,1
-9.40872639924057,12.6751581812173,1
-6.92308500132779,9.70806097498839,1
-11.4413808146154,14.3235588860471,1
-10.4395149508164,17.6998937245597,1
-9.63959074772763,16.0772642205816,1
-10.1842893128509,14.3447417434567,1
-8.15974554147405,18.0326351788831,1
-16.3579949611645,16.5153264291902,1
-9.00857240947747,13.8748473681396,1
-7.48385661751442,13.9701752161535,1
-10.7522682212321,17.2684930444742,1
-5.45029381880921,15.7144981082141,1
-11.1169938974062,11.8539019411209,1
-10.8758309378748,12.5134453272092,1
-10.6850712212639,16.0434292013788,1
-12.2538020180618,22.0090367488857,1
-9.58723190456773,17.9902473596436,1
-16.0564527708514,16.9605047831502,1
-13.4824573589471,17.4335717859564,1
-8.94664661923864,13.9217807271007,1
-6.49634099301988,13.14471539173,1
-11.5361610566673,12.3514119645817,1
-11.7678344248431,17.5007243295854,1
-8.85253196922936,17.6594013179977,1
-11.0321569668908,15.9957821929085,1
-9.35400033092387,11.2264777664759,1
-5.29471838102616,15.3557150751848,1
-7.97441544422834,17.5270541151778,1
-10.1337842708858,14.1908884522078,1
-7.63556163014375,12.2291095490456,1
-4.78433152584681,13.9850048518211,1
-5.62354289781461,19.0009387176284,1
-9.78049330159163,16.5007254791316,1
-12.7107004829775,15.854594878854,1
-7.23886097006079,15.2621370366066,1
-11.201533322798,13.2649643041069,1
-10.0950417967501,17.8287353363254,1
-11.280477306367,14.6798373393033,1
-13.4239726118101,16.3078288339624,1
-6.53961783841463,18.9607982133449,1
-7.84449918160042,10.0530038569076,1
-8.72466980749275,16.2068213704574,1
-10.9350092695651,15.4510727412833,1
-12.2860242584382,16.7970757108673,1
-10.865427938369,10.8485987514873,1
-10.9721833198897,18.6099555024489,1
-10.8844253590019,16.9386743848574,1
-7.49556980141179,15.0116378777385,1
-10.9321572018258,13.598557412245,1
-8.04323083678624,12.186356148725,1
-9.34858733791525,14.2340566713601,1
-15.9923339843442,11.2725320587504,1
-7.57644065988654,14.4939234658424,1
-7.87471237775822,19.9937880358997,1
-6.10047693272707,16.7918840014799,1
-8.99471322386041,14.4899033104293,1
-5.82529071491362,16.5774871764307,1
-13.1049927299456,14.5882085592565,1
-15.0769581727936,14.4833936519058,1
-16.8586543314686,18.476522956606,1
-11.6814887282187,13.8623829237948,1
-10.4479741996752,16.6197770364893,1
-8.20528058676526,16.5026596757886,1
-11.5148053449779,11.3930703713387,1
-11.028462387597,15.7352916802944,1
-12.1776679565117,14.8178640073487,1
-13.0893441302386,14.9780164147454,1
-9.65908065228591,14.6140493647469,1
-10.4336676286823,19.6659200234988,1
-7.98238573496906,17.940570239001,1
-12.4425760058335,15.4348076344835,1
-6.94461974718698,14.8504583669558,1
-15.6337587267962,15.9123761271897,1
-15.0400383676775,12.8538455038328,1
-6.49701383106639,16.6288220011822,1
-7.11171542964381,15.8112002143285,1
-10.2914526902643,12.5544982686647,1
-5.78554634768462,15.1190868489928,1
-11.8920519036466,17.28916515044,1
-7.15729642597475,20.0154311041617,1
-11.5953809065816,13.9658609508688,1
-11.101219985615,14.0061038810618,1
-10.9700143052689,14.2177109918644,1
-6.18530175939401,13.1544871496533,1
-11.0269946877041,16.7264491738502,1
-7.02413182493036,12.9571868306123,1
-11.3442697724817,16.3853698638105,1
-7.30727542079564,14.3354809617732,1
-13.7834070382422,19.521909211449,1
-6.20316279758762,13.1205346095252,1
-10.1721526183071,10.3448832866284,1
-8.492654700366,19.2658686552332,1
-14.331837418658,12.9374555841318,1
-11.6963947130949,13.1978957224519,1
-15.3795680303749,16.3254249936757,1
-14.0527569371007,14.933862463106,1
-8.43110989690606,14.47562420376,1
-7.63996762613255,14.9319643174042,1
-11.7135484862617,16.7101062697468,1
-11.147813540716,19.6898883666646,1
-10.0483106547492,17.2563363874141,1
-9.4571899797603,7.04145147566013,1
-13.6143924333746,13.8779308891964,1
-9.37347639618029,8.80173723284895,1
-7.45558987138658,13.4008398222134,1
-11.9919260489452,10.8842385895188,1
-13.8466412634649,15.1490400290956,1
-8.65233522447636,9.44952340869063,1
-12.6572920239115,16.4175187365811,1
-11.1986234606734,20.729026552621,1
-6.70406410732235,16.575539704376,1
-9.98707696123051,15.7391191553827,1
-11.8676520564153,16.6615772058077,1
-6.08372197444714,17.8664861050494,1
-12.1516420582848,10.7168544537146,1
-10.2901217106867,16.166483631138,1
-6.42560590668104,11.5112872275131,1
-9.03592898637711,15.6177824948188,1
-6.8410913021714,14.9261571546464,1
-10.9453239127465,11.9658149958174,1
-11.3689659228395,14.0419105539334,1
-3.78101781081493,21.4729135948188,1
-10.4410554202543,12.2387155047866,1
-15.2198951884732,16.3616931489364,1
-12.8853864889789,21.0446404058949,1
-12.3431238539616,15.2939599821674,1
0.08104452350908,12.066099919089,1
-9.18625520019723,12.0714324989001,1
-9.08019490283291,12.6895592114534,1
7.62698716235405,-9.51093502737166,2
14.2010438668135,-12.9906929221326,2
9.78767380988998,-9.64964885898717,2
11.8730721531451,-10.6341813617122,2
15.250424519673,-10.3671959192743,2
11.1050000214765,-7.40252630188421,2
8.96102574832681,-12.7507055588358,2
14.7153346083537,-16.114514060555,2
12.3245692218798,-9.9052643288663,2
12.6796928400791,-8.85633390064927,2
15.531787653487,-13.174705310503,2
14.2057873525358,-4.82847785491327,2
10.0130641295168,-16.4866053899893,2
11.2626512190789,-11.5783445567828,2
12.095972841025,-9.23369329431585,2
11.9550477796999,-9.15611010061821,2
12.8472632500191,-10.7518106615309,2
7.94511037559661,-11.5759695453632,2
5.43348673645341,-12.3880140706813,2
8.52086120568581,-10.6522109482165,2
8.98512623322119,-15.1832997942092,2
7.77305773361651,-4.96368679259129,2
11.6469641317467,-4.7325196473381,2
9.19176603449183,-10.2403512543851,2
9.51275459811069,-13.1716413867241,2
7.7821006801833,-4.53308047901954,2
8.51243412147689,-6.62477401197499,2
7.22838334869265,-15.2012249347026,2
9.14549880524859,-7.52394049271984,2
13.0141187441876,-5.57731245474707,2
5.26875583695085,-4.62583744291316,2
8.13965495911379,-9.58153537209234,2
11.3393713791411,-12.1695031257506,2
4.71154794245615,-11.2680890022167,2
10.2227190922259,-12.3692348742032,2
7.562533700131,-9.125712792966,2
9.62520072903089,-8.84950096489073,2
9.8578632917812,-12.3999884655068,2
13.4487691979199,-7.95803618949917,2
12.7847209737142,-13.7306107884623,2
12.6351275342046,-14.4865722163724,2
8.58882995457042,-13.6306836994957,2
4.15839335050218,-5.17911695708746,2
8.27128352668525,-10.7531957093441,2
8.9762275788405,-8.97690126384806,2
14.2342361936765,-5.55208207167721,2
6.86847184656331,-13.59414005964,2
5.99784926165779,-13.3154039304075,2
15.1839715557017,-9.9797709237805,2
7.77064973625428,-11.5905201363666,2
12.8427523832025,-9.31052293614433,2
9.16851449642928,-11.9833348079378,2
7.71883763883608,-4.58139468309636,2
12.4867947776415,-4.68551342954841,2
8.88515031836057,-10.92822063501,2
7.28180643564964,-10.662811307967,2
11.2484228011171,-6.40458318693636,2
11.4926498202117,-8.79359007778996,2
13.2567972677973,-6.96496118115547,2
10.2820319065406,-12.0724610722593,2
13.2839060697831,-9.63261515560452,2
14.5259057673254,-11.1393689234715,2
7.2372282172098,-8.57769826803959,2
8.2284419966268,-8.30987921602168,2
5.43875163512927,-14.6100366695003,2
11.8250502958413,-9.1243537400792,2
12.3046285329753,-15.3344843925694,2
13.2081827528821,-6.82378957666576,2
12.7305961264519,-7.91935403368449,2
15.5827297655242,-13.8464193082449,2
8.45725222932153,-8.91597223599292,2
7.86492728009773,-9.77365480894703,2
11.9743738418016,-11.7294563590243,2
11.7385390168295,-8.54507692050654,2
7.86559474225246,-12.6388186946128,2
12.5819639360719,-10.4482516024637,2
11.9107398472868,-12.2341216363261,2
13.3794014417063,-13.5535364963983,2
12.0249010780492,-8.77183544187488,2
10.7090435667322,-8.23390097534658,2
11.0542453386989,-11.6881772666356,2
9.29169823319089,-9.04784816937827,2
6.52648281070412,-12.3387637537222,2
15.4954762759778,-15.5540289686161,2
6.72322121847138,-7.37956035449962,2
12.8803285518623,-7.77795979738086,2
10.1504338178419,-9.14309922146476,2
7.60647168664218,-11.7255162718804,2
9.30561029751984,-12.4728854367296,2
12.1725883549223,-14.2973858376903,2
7.27380814054675,-13.3387511316234,2
11.037622988145,-12.993504264159,2
11.4396709819732,-6.8869853683157,2
10.0667485201405,-8.63708574091444,2
8.26938824485376,-8.66748854246079,2
6.63428889969418,-10.2031173805502,2
6.44061949799559,-10.7046100341809,2
12.8774212199381,-8.14647183679059,2
8.82856843365384,-12.0862277335484,2
7.73318454257599,-11.9748390865434,2
10.7883905543528,-12.6974815624893,2
17.5956806223482,-9.42134770058345,2
7.44273761497809,-8.98445962773597,2
9.67749330949593,-10.9274616987393,2
11.586031661542,-9.38810630606534,2
12.715192220697,-11.3875612325789,2
14.7523150201015,-13.7945270208418,2
10.3669291173278,-8.80553925227115,2
13.2139902328087,-13.5042476722326,2
6.98482831752492,-5.56665059802282,2
11.0533958528676,-8.10691431037088,2
7.90140293025305,-4.90996698222248,2
10.1863666861418,-8.75840172866778,2
9.76227370431057,-7.63429714855324,2
9.01125660034641,-4.02522706636485,2
14.1620360974419,-15.1706492824695,2
8.36142685880196,-10.0792342422559,2
5.44491997303489,-12.7871847081096,2
8.49016898636663,-8.72285775740742,2
10.2537907641079,-11.5552778975982,2
9.78363036272962,-2.35796361616602,2
13.1030042148274,-8.54578072875193,2
12.061316778801,-11.4951967477408,2
10.2723914366244,-9.25516408739986,2
8.7447731001119,-11.2117652311351,2
11.3269585064266,-11.0718715777138,2
9.53068184210194,-10.8454354624127,2
12.2315599812565,-8.72036478614449,2
9.19656430862298,-10.7542933708039,2
12.5939916248082,-10.4532687096113,2
13.5532787800516,-10.2602319586153,2
9.14808003717851,-15.0659113166739,2
8.28808938575382,-13.7025618723544,2
15.1094068549312,-8.77879450157535,2
11.3954717552039,-10.0970759834515,2
2.80311187451124,-10.1246823953996,2
10.0125315259326,-13.2418489852116,2
10.6638857176994,-5.753040162499,2
9.90602323784123,-7.27641573757398,2
8.94158592375854,-9.82209117489104,2
15.3862413021856,-8.28153476751393,2
13.3848459881637,-11.6620592200092,2
13.5726427211717,-5.57474287729003,2
13.1027507641346,-9.98365207041213,2
13.4540606672201,-10.2460200333483,2
7.01360869349412,-8.446027531129,2
10.2359054564393,-10.6163659335475,2
13.9362849832221,-10.9368427095309,2
11.1076396192325,-15.5492928296109,2
6.37405026462211,-11.8109185002866,2
9.15833400961262,-10.8347087547364,2
12.3396969468512,-14.9883558914037,2
11.937164417594,-7.9084154188828,2
10.5155330138579,-7.5627921180093,2
13.2845843886844,-11.8022085427468,2
11.363436249962,-11.2387700921554,2
8.67168118199704,-15.2226915903656,2
8.49338777820242,-8.74239356653859,2
13.2204552959346,-9.68862267144918,2
10.2337963505135,-10.5307829037969,2
8.68087190125196,-7.11701067906788,2
12.4384058412267,-9.03548194655407,2
10.7808886172925,-8.5978882779034,2
12.5631768902628,-4.95030386959849,2
13.9760177345632,-10.8250191916971,2
12.5082216818219,-10.2319603254819,2
9.48744835586914,-8.07061038323185,2
12.7209035008648,-10.8127492401934,2
12.0259618273731,-10.0567533060297,2
13.9488576096676,-8.81555515220288,2
10.4629451763751,-8.97545603621689,2
6.58990583696459,-9.38749049225809,2
11.9053294777672,-10.6652263376785,2
9.15601622266993,-7.3980532693186,2
12.1913195951712,-8.98722262447457,2
13.8513137184693,-8.23671123332507,2
9.021052821209,-5.90371225277194,2
16.1626533331723,-6.297470605419,2
7.50969763642957,-7.79529318916499,2
